@relation donem_ornek

@attribute DonemTipi {Gunluk,Aylik,Yillik}
@attribute Ay {Ocak,Subat,Mart,Nisan,Mayis,Haziran,Temmuz,Agustos,Eylul,Ekim,Kasim,Aralik}
@attribute Yas numeric
@attribute Class {A,B,C}

@data
Aylik,Ocak,51,C
Yillik,Ekim,58,C
Aylik,Temmuz,53,C
Aylik,Temmuz,33,B
Aylik,Ocak,31,B
Yillik,Nisan,40,C
Aylik,Eylul,39,B
Aylik,Subat,53,C
Gunluk,Eylul,60,C
Yillik,Haziran,60,C
Yillik,Mart,45,C
Gunluk,Temmuz,54,C
Gunluk,Nisan,28,A
Yillik,Ocak,61,C
Gunluk,Ocak,26,A
Yillik,Kasim,35,C
Yillik,Ekim,40,C
Gunluk,Temmuz,28,A
Aylik,Temmuz,66,C
Aylik,Aralik,20,C
Yillik,Nisan,64,C
Gunluk,Temmuz,18,A
Aylik,Agustos,31,B
Gunluk,Ocak,48,C
Yillik,Ekim,45,C
Yillik,Agustos,43,C
Aylik,Ocak,22,C
Gunluk,Aralik,38,C
Aylik,Agustos,53,C
Gunluk,Mayis,40,C
Aylik,Temmuz,55,C
Gunluk,Mart,54,C
Yillik,Eylul,36,C
Aylik,Kasim,19,C
Gunluk,Aralik,54,C
Aylik,Kasim,24,C
Aylik,Kasim,54,C
Gunluk,Mart,18,A
Yillik,Agustos,59,C
Gunluk,Ocak,31,C
Aylik,Nisan,20,C
Yillik,Ekim,40,C
Gunluk,Agustos,20,A
Yillik,Ekim,67,C
Aylik,Ocak,44,B
Yillik,Temmuz,30,C
Gunluk,Subat,32,C
Yillik,Mart,50,C
Aylik,Temmuz,53,C
Aylik,Aralik,35,B
Aylik,Mart,44,B
Yillik,Haziran,64,C
Yillik,Kasim,55,C
Yillik,Mayis,27,C
Gunluk,Subat,56,C
Aylik,Mayis,43,B
Aylik,Nisan,24,C
Yillik,Mart,29,C
Yillik,Ekim,54,C
Yillik,Ocak,39,C
Aylik,Subat,57,C
Yillik,Eylul,64,C
Aylik,Temmuz,42,B
Gunluk,Temmuz,51,C
Gunluk,Ekim,46,C
Aylik,Haziran,46,B
Yillik,Kasim,36,C
Yillik,Mart,24,C
Aylik,Agustos,36,B
Gunluk,Kasim,67,C
Gunluk,Aralik,58,C
Yillik,Mayis,18,C
Aylik,Nisan,56,C
Gunluk,Mart,58,C
Yillik,Mayis,64,C
Aylik,Eylul,18,C
Gunluk,Eylul,49,C
Aylik,Eylul,55,C
Gunluk,Ocak,38,C
Yillik,Haziran,57,C
Yillik,Nisan,66,C
Yillik,Ocak,18,C
Gunluk,Agustos,46,C
Yillik,Aralik,50,C
Gunluk,Eylul,42,C
Aylik,Kasim,60,C
Gunluk,Ekim,18,A
Aylik,Kasim,57,C
Yillik,Ocak,54,C
Yillik,Ocak,61,C
Aylik,Temmuz,20,C
Gunluk,Ocak,45,C
Gunluk,Nisan,21,A
Gunluk,Nisan,26,A
Aylik,Nisan,57,C
Aylik,Aralik,49,B
Aylik,Mart,27,C
Yillik,Temmuz,29,C
Aylik,Nisan,63,C
Aylik,Nisan,40,B
Gunluk,Ocak,30,C
Yillik,Eylul,40,C
Yillik,Temmuz,52,C
Aylik,Aralik,33,B
Aylik,Ekim,27,C
Aylik,Eylul,23,C
Gunluk,Agustos,62,C
Aylik,Agustos,61,C
Yillik,Aralik,18,C
Gunluk,Temmuz,47,C
Yillik,Kasim,55,C
Gunluk,Nisan,28,A
Aylik,Kasim,50,C
Gunluk,Eylul,61,C
Aylik,Ocak,46,B
Yillik,Nisan,40,C
Aylik,Eylul,42,B
Aylik,Nisan,44,B
Aylik,Aralik,49,B
Gunluk,Nisan,38,C
Aylik,Temmuz,55,C
Gunluk,Ekim,49,C
Gunluk,Temmuz,23,A
Yillik,Ekim,48,C
Aylik,Kasim,38,B
Yillik,Subat,24,C
Yillik,Haziran,26,C
Gunluk,Subat,30,C
Aylik,Eylul,32,B
Gunluk,Mart,35,C
Aylik,Agustos,32,B
Aylik,Subat,35,B
Yillik,Ekim,64,C
Gunluk,Eylul,40,C
Aylik,Subat,67,C
Gunluk,Eylul,32,C
Aylik,Eylul,33,B
Yillik,Agustos,47,C
Yillik,Agustos,50,C
Gunluk,Subat,50,C
Aylik,Ekim,58,C
Yillik,Kasim,29,C
Gunluk,Aralik,34,C
Gunluk,Ekim,58,C
Aylik,Mayis,51,C
Gunluk,Haziran,55,C
Aylik,Subat,38,B
Yillik,Ekim,49,C
Gunluk,Kasim,19,A
Gunluk,Ocak,52,C
Yillik,Mart,30,C
Aylik,Mart,38,B
Gunluk,Kasim,49,C
Gunluk,Haziran,51,C
Gunluk,Ekim,39,C
Gunluk,Ocak,28,A
Yillik,Temmuz,35,C
Gunluk,Ekim,31,C
Yillik,Eylul,33,C
Yillik,Haziran,30,C
Yillik,Temmuz,46,C
Gunluk,Aralik,48,C
Gunluk,Subat,52,C
Gunluk,Mayis,39,C
Gunluk,Mart,32,C
Gunluk,Subat,24,A
Yillik,Aralik,39,C
Yillik,Ekim,44,C
Yillik,Haziran,24,C
Aylik,Eylul,18,C
Aylik,Haziran,18,C
Gunluk,Mayis,26,A
Aylik,Mart,66,C
Yillik,Mart,34,C
Aylik,Temmuz,38,B
Gunluk,Mart,18,A
Yillik,Nisan,44,C
Yillik,Mart,40,C
Aylik,Agustos,30,B
Yillik,Agustos,51,C
Gunluk,Haziran,42,C
Aylik,Subat,37,B
Gunluk,Aralik,53,C
Yillik,Aralik,55,C
Gunluk,Mart,64,C
Aylik,Ekim,37,B
Yillik,Eylul,50,C
Yillik,Haziran,41,C
Yillik,Agustos,51,C
Gunluk,Ocak,65,C
Yillik,Aralik,47,C
Aylik,Nisan,48,B
Gunluk,Mart,35,C
Aylik,Agustos,41,B
Aylik,Subat,60,C
Aylik,Ocak,58,C
Yillik,Mayis,22,C
Yillik,Eylul,29,C
Yillik,Temmuz,62,C
Gunluk,Temmuz,24,A
Gunluk,Nisan,40,C
Aylik,Ekim,64,C
Gunluk,Ocak,59,C
Gunluk,Temmuz,49,C
Aylik,Kasim,22,C
Aylik,Aralik,61,C
Gunluk,Mayis,55,C
Gunluk,Agustos,35,C
Gunluk,Agustos,31,C
Gunluk,Mayis,46,C
Aylik,Ekim,60,C
Gunluk,Mayis,31,C
Aylik,Nisan,63,C
Gunluk,Haziran,23,A
Aylik,Kasim,28,C
Aylik,Aralik,59,C
Aylik,Mart,50,C
Yillik,Mayis,41,C
Aylik,Mart,64,C
Gunluk,Eylul,51,C
Gunluk,Ekim,35,C
Aylik,Ekim,45,B
Yillik,Agustos,36,C
Yillik,Mart,35,C
Gunluk,Ocak,53,C
Yillik,Ekim,32,C
Aylik,Mayis,37,B
Yillik,Ocak,31,C
Aylik,Subat,28,C
Gunluk,Ocak,60,C
Gunluk,Ocak,56,C
Yillik,Aralik,44,C
Yillik,Agustos,44,C
Yillik,Eylul,43,C
Aylik,Ocak,37,B
Aylik,Mayis,67,C
Aylik,Haziran,37,B
Aylik,Eylul,47,B
Gunluk,Ekim,29,A
Gunluk,Nisan,55,C
Aylik,Agustos,49,B
Aylik,Haziran,33,B
Aylik,Nisan,26,C
Gunluk,Ocak,59,C
Yillik,Aralik,24,C
Gunluk,Ekim,59,C
Aylik,Kasim,37,B
Aylik,Ekim,38,B
Gunluk,Subat,36,C
Yillik,Haziran,33,C
Aylik,Agustos,65,C
Gunluk,Ocak,66,C
Gunluk,Eylul,65,C
Gunluk,Kasim,61,C
Aylik,Mayis,34,B
Gunluk,Mart,29,A
Gunluk,Subat,47,C
Yillik,Subat,40,C
Aylik,Ekim,61,C
Yillik,Temmuz,39,C
Aylik,Kasim,55,C
Gunluk,Agustos,20,A
Gunluk,Temmuz,49,C
Yillik,Subat,18,C
Gunluk,Ekim,58,C
Gunluk,Mayis,59,C
Aylik,Subat,62,C
Yillik,Nisan,30,C
Gunluk,Eylul,60,C
Yillik,Mart,54,C
Aylik,Ekim,28,C
Aylik,Kasim,20,C
Yillik,Eylul,54,C
Yillik,Aralik,62,C
Gunluk,Temmuz,64,C
Gunluk,Temmuz,47,C
Yillik,Haziran,19,C
Yillik,Mayis,36,C
Aylik,Haziran,42,B
Aylik,Kasim,41,B
Gunluk,Eylul,62,C
Gunluk,Temmuz,29,A
Aylik,Agustos,43,B
Gunluk,Aralik,36,C
Yillik,Ekim,66,C
Gunluk,Eylul,30,C
Yillik,Temmuz,41,C
Yillik,Aralik,56,C
Aylik,Subat,55,C
Aylik,Nisan,47,B
Aylik,Mayis,38,B
Aylik,Mayis,50,C
Aylik,Eylul,47,B
Yillik,Mart,32,C
Yillik,Mayis,56,C
Yillik,Nisan,53,C
Aylik,Ocak,66,C
Yillik,Subat,62,C
Aylik,Ocak,62,C
Yillik,Subat,46,C
Yillik,Subat,54,C
Yillik,Subat,64,C
Aylik,Eylul,53,C
Yillik,Subat,29,C
Gunluk,Haziran,47,C
Yillik,Mayis,51,C
Yillik,Subat,43,C
Gunluk,Ocak,52,C
Aylik,Ekim,50,C
Gunluk,Mayis,47,C
Gunluk,Subat,36,C
Gunluk,Ekim,32,C
Aylik,Kasim,36,B
Yillik,Aralik,63,C
Gunluk,Agustos,44,C
Aylik,Mayis,41,B
Yillik,Kasim,21,C
Yillik,Kasim,21,C
Gunluk,Eylul,28,A
Aylik,Mart,57,C
Yillik,Agustos,55,C
Gunluk,Agustos,39,C
Aylik,Ekim,45,B
Gunluk,Eylul,24,A
Aylik,Subat,27,C
Yillik,Ocak,61,C
Gunluk,Ekim,47,C
Aylik,Kasim,32,B
Aylik,Ocak,40,B
Yillik,Agustos,30,C
Gunluk,Eylul,41,C
Gunluk,Nisan,63,C
Yillik,Ekim,38,C
Yillik,Mayis,54,C
Gunluk,Subat,48,C
Aylik,Aralik,19,C
Aylik,Aralik,25,C
Aylik,Kasim,35,B
Gunluk,Eylul,31,C
Aylik,Eylul,53,C
Yillik,Nisan,50,C
Yillik,Agustos,21,C
Yillik,Agustos,56,C
Aylik,Nisan,62,C
Yillik,Eylul,26,C
Yillik,Kasim,37,C
Gunluk,Mart,24,A
Yillik,Temmuz,49,C
Aylik,Ocak,43,B
Yillik,Temmuz,67,C
Aylik,Mayis,63,C
Aylik,Nisan,57,C
Aylik,Agustos,67,C
Gunluk,Haziran,38,C
Gunluk,Subat,49,C
Aylik,Eylul,51,C
Aylik,Nisan,46,B
Yillik,Nisan,27,C
Aylik,Agustos,43,B
Yillik,Subat,37,C
Gunluk,Kasim,32,C
Gunluk,Mart,21,A
Yillik,Haziran,56,C
Aylik,Ekim,24,C
Gunluk,Subat,30,C
Yillik,Mayis,61,C
Aylik,Haziran,27,C
Aylik,Subat,66,C
Aylik,Subat,30,B
Yillik,Eylul,60,C
Gunluk,Aralik,52,C
Aylik,Aralik,26,C
Gunluk,Aralik,23,A
Yillik,Subat,51,C
Aylik,Nisan,26,C
Gunluk,Temmuz,48,C
Yillik,Haziran,36,C
Gunluk,Ocak,63,C
Gunluk,Mayis,49,C
Yillik,Mart,60,C
Yillik,Ocak,37,C
Yillik,Ekim,41,C
Gunluk,Eylul,18,A
Aylik,Subat,61,C
Aylik,Temmuz,37,B
Yillik,Mart,60,C
Aylik,Aralik,59,C
Gunluk,Ekim,54,C
Yillik,Mayis,25,C
Aylik,Mayis,63,C
Yillik,Mayis,54,C
Gunluk,Subat,33,C
Yillik,Temmuz,19,C
Yillik,Aralik,24,C
Aylik,Aralik,47,B
Aylik,Aralik,23,C
Yillik,Nisan,25,C
Yillik,Haziran,42,C
Yillik,Eylul,51,C
Aylik,Mart,31,B
Gunluk,Mayis,64,C
Gunluk,Kasim,62,C
Gunluk,Nisan,57,C
Yillik,Mart,31,C
Gunluk,Subat,18,A
Yillik,Aralik,44,C
Aylik,Mayis,18,C
Gunluk,Subat,58,C
Yillik,Temmuz,37,C
Yillik,Mart,53,C
Aylik,Mart,45,B
Aylik,Ekim,64,C
Yillik,Mayis,28,C
Yillik,Mart,20,C
Aylik,Ekim,24,C
Gunluk,Eylul,61,C
Yillik,Mayis,37,C
Aylik,Subat,27,C
Yillik,Agustos,42,C
Yillik,Eylul,18,C
Gunluk,Mart,45,C
Yillik,Kasim,25,C
Yillik,Subat,58,C
Aylik,Haziran,65,C
Yillik,Nisan,35,C
Yillik,Haziran,58,C
Aylik,Agustos,36,B
Yillik,Ocak,32,C
Gunluk,Ocak,62,C
Gunluk,Mart,61,C
Yillik,Mart,62,C
Yillik,Kasim,58,C
Aylik,Nisan,20,C
Yillik,Subat,45,C
Yillik,Nisan,45,C
Gunluk,Agustos,55,C
Yillik,Subat,30,C
Gunluk,Subat,63,C
Aylik,Aralik,50,C
Yillik,Haziran,64,C
Gunluk,Kasim,65,C
Aylik,Nisan,54,C
Aylik,Nisan,37,B
Gunluk,Haziran,50,C
Aylik,Haziran,65,C
Gunluk,Nisan,25,A
Yillik,Mart,59,C
Yillik,Haziran,47,C
Aylik,Ocak,55,C
Gunluk,Kasim,37,C
Gunluk,Mart,52,C
Aylik,Nisan,37,B
Aylik,Aralik,28,C
Yillik,Agustos,44,C
Aylik,Haziran,63,C
Aylik,Haziran,51,C
Yillik,Mart,54,C
Gunluk,Agustos,45,C
Aylik,Mayis,64,C
Gunluk,Kasim,57,C
Yillik,Haziran,24,C
Gunluk,Ocak,35,C
Yillik,Aralik,20,C
Gunluk,Kasim,59,C
Gunluk,Nisan,18,A
Aylik,Nisan,50,C
Aylik,Agustos,26,C
Yillik,Nisan,40,C
Yillik,Agustos,42,C
Gunluk,Aralik,47,C
Gunluk,Eylul,48,C
Yillik,Mayis,61,C
Aylik,Temmuz,64,C
Gunluk,Nisan,64,C
Gunluk,Agustos,46,C
Gunluk,Nisan,22,A
Gunluk,Ocak,58,C
Gunluk,Subat,25,A
Gunluk,Ekim,50,C
Gunluk,Aralik,50,C
Aylik,Nisan,26,C
Gunluk,Haziran,64,C
Yillik,Aralik,66,C
Gunluk,Nisan,33,C
Aylik,Subat,63,C
Gunluk,Ocak,24,A
Aylik,Kasim,49,B
Aylik,Mart,37,B
Gunluk,Temmuz,52,C
Aylik,Aralik,18,C
Yillik,Kasim,22,C
Gunluk,Aralik,31,C
Gunluk,Eylul,38,C
Yillik,Mart,43,C
Yillik,Temmuz,49,C
Gunluk,Temmuz,26,A
Yillik,Mayis,40,C
Yillik,Mart,45,C
Gunluk,Nisan,49,C
Aylik,Kasim,63,C
Yillik,Agustos,55,C
Aylik,Ocak,65,C
Aylik,Nisan,33,B
Yillik,Temmuz,64,C
Aylik,Kasim,24,C
Gunluk,Temmuz,50,C
Aylik,Aralik,64,C
Yillik,Nisan,52,C
Aylik,Aralik,44,B
Yillik,Aralik,33,C
Gunluk,Eylul,35,C
Aylik,Temmuz,67,C
Gunluk,Ocak,30,C
Yillik,Temmuz,34,C
Aylik,Mart,61,C
Yillik,Agustos,57,C
Gunluk,Mart,25,A
Yillik,Mayis,26,C
Yillik,Mart,64,C
Gunluk,Nisan,18,A
Gunluk,Agustos,67,C
Gunluk,Ekim,42,C
Aylik,Mart,44,B
Aylik,Haziran,59,C
Aylik,Nisan,48,B
Aylik,Kasim,48,B
Gunluk,Mayis,40,C
Yillik,Mayis,57,C
Yillik,Haziran,52,C
Aylik,Haziran,37,B
Yillik,Mayis,33,C
Yillik,Aralik,56,C
Gunluk,Subat,19,A
Yillik,Subat,52,C
Aylik,Mayis,33,B
Yillik,Mart,20,C
Aylik,Ekim,47,B
Yillik,Mayis,58,C
Gunluk,Haziran,44,C
Gunluk,Subat,63,C
Gunluk,Eylul,58,C
Aylik,Nisan,18,C
Aylik,Mayis,64,C
Aylik,Aralik,31,B
Gunluk,Ocak,61,C
Aylik,Ekim,52,C
Aylik,Nisan,65,C
Gunluk,Subat,51,C
Yillik,Mayis,45,C
Yillik,Ekim,21,C
Yillik,Kasim,38,C
Yillik,Haziran,33,C
Gunluk,Nisan,55,C
Gunluk,Nisan,39,C
Yillik,Agustos,53,C
Gunluk,Temmuz,43,C
Yillik,Ocak,47,C
Gunluk,Temmuz,46,C
Yillik,Haziran,49,C
Yillik,Temmuz,24,C
Gunluk,Mart,60,C
Aylik,Eylul,54,C
Yillik,Haziran,29,C
Aylik,Mayis,51,C
Gunluk,Haziran,43,C
Yillik,Subat,35,C
Aylik,Temmuz,28,C
Aylik,Eylul,29,C
Yillik,Agustos,41,C
Gunluk,Haziran,59,C
Yillik,Aralik,26,C
Yillik,Ekim,43,C
Yillik,Ekim,54,C
Gunluk,Mart,57,C
Yillik,Mayis,41,C
Yillik,Subat,24,C
Gunluk,Mart,21,A
Gunluk,Aralik,58,C
Aylik,Aralik,67,C
Yillik,Eylul,31,C
Aylik,Kasim,66,C
Gunluk,Ocak,56,C
Aylik,Mart,42,B
Aylik,Nisan,64,C
Aylik,Eylul,24,C
Yillik,Mart,26,C
Aylik,Haziran,40,B
Gunluk,Eylul,58,C
Yillik,Subat,22,C
Gunluk,Mart,65,C
Gunluk,Mayis,24,A
Gunluk,Eylul,54,C
Yillik,Mayis,42,C
Yillik,Agustos,56,C
Yillik,Mart,26,C
Gunluk,Mayis,59,C
Aylik,Aralik,46,B
Aylik,Ekim,27,C
Gunluk,Agustos,55,C
Gunluk,Haziran,55,C
Aylik,Subat,43,B
Yillik,Kasim,43,C
Gunluk,Subat,61,C
Yillik,Mart,22,C
Yillik,Ocak,41,C
Aylik,Aralik,48,B
Yillik,Mart,54,C
Yillik,Ekim,56,C
Yillik,Nisan,40,C
Aylik,Agustos,65,C
Gunluk,Subat,52,C
Aylik,Nisan,51,C
Aylik,Nisan,54,C
Yillik,Eylul,50,C
Gunluk,Temmuz,47,C
Aylik,Haziran,46,B
Yillik,Temmuz,29,C
Yillik,Nisan,41,C
Gunluk,Eylul,61,C
Aylik,Ekim,58,C
Yillik,Mayis,64,C
Aylik,Nisan,28,C
Aylik,Aralik,50,C
Gunluk,Subat,32,C
Yillik,Aralik,32,C
Gunluk,Kasim,18,A
Gunluk,Ocak,54,C
Yillik,Kasim,50,C
Yillik,Nisan,63,C
Aylik,Haziran,24,C
Aylik,Subat,48,B
Yillik,Mayis,33,C
Yillik,Nisan,21,C
Aylik,Subat,55,C
Gunluk,Subat,34,C
Yillik,Temmuz,48,C
Gunluk,Eylul,45,C
Aylik,Nisan,52,C
Aylik,Mayis,24,C
Aylik,Kasim,62,C
Gunluk,Mart,61,C
Gunluk,Ekim,49,C
Gunluk,Haziran,44,C
Yillik,Eylul,41,C
Yillik,Subat,44,C
Aylik,Temmuz,58,C
Gunluk,Haziran,39,C
Gunluk,Eylul,19,A
Gunluk,Mart,38,C
Gunluk,Subat,38,C
Yillik,Ekim,31,C
Yillik,Temmuz,27,C
Gunluk,Agustos,38,C
Aylik,Ekim,38,B
Aylik,Mayis,45,B
Gunluk,Haziran,41,C
Gunluk,Kasim,23,A
Gunluk,Ekim,40,C
Aylik,Kasim,53,C
Gunluk,Eylul,35,C
Aylik,Mart,21,C
Gunluk,Mayis,59,C
Yillik,Eylul,54,C
Yillik,Ekim,18,C
Gunluk,Ocak,51,C
Yillik,Ocak,22,C
Yillik,Ekim,24,C
Gunluk,Eylul,27,A
Gunluk,Ocak,44,C
Yillik,Kasim,35,C
Gunluk,Agustos,49,C
Gunluk,Haziran,56,C
Yillik,Eylul,58,C
Yillik,Subat,49,C
Gunluk,Eylul,62,C
Yillik,Haziran,45,C
Yillik,Agustos,35,C
Aylik,Kasim,47,B
Yillik,Ocak,54,C
Aylik,Aralik,57,C
Gunluk,Agustos,53,C
Gunluk,Eylul,33,C
Aylik,Aralik,53,C
Yillik,Nisan,28,C
Aylik,Haziran,28,C
Aylik,Ocak,30,B
Yillik,Mayis,24,C
Aylik,Haziran,25,C
Aylik,Subat,23,C
Aylik,Ekim,65,C
Gunluk,Eylul,32,C
Aylik,Mayis,27,C
Gunluk,Kasim,64,C
Yillik,Agustos,26,C
Gunluk,Kasim,55,C
Gunluk,Ekim,24,A
Gunluk,Eylul,33,C
Gunluk,Temmuz,20,A
Yillik,Eylul,33,C
Yillik,Agustos,47,C
Gunluk,Mart,45,C
Gunluk,Nisan,46,C
Gunluk,Agustos,50,C
Gunluk,Haziran,55,C
Gunluk,Ocak,65,C
Gunluk,Agustos,33,C
Aylik,Subat,45,B
Aylik,Ocak,61,C
Aylik,Ekim,34,B
Gunluk,Mayis,52,C
Yillik,Aralik,29,C
Aylik,Agustos,32,B
Yillik,Temmuz,21,C
Aylik,Ocak,50,C
Gunluk,Kasim,22,A
Aylik,Eylul,33,B
Yillik,Subat,29,C
Aylik,Agustos,27,C
Gunluk,Nisan,35,C
Yillik,Mayis,66,C
Yillik,Subat,22,C
Gunluk,Subat,53,C
Yillik,Nisan,30,C
Aylik,Aralik,41,B
Aylik,Ocak,37,B
Aylik,Mart,44,B
Yillik,Haziran,45,C
Yillik,Mayis,63,C
Aylik,Ekim,25,C
Yillik,Aralik,37,C
Yillik,Temmuz,24,C
Gunluk,Ocak,27,A
Yillik,Eylul,57,C
Yillik,Agustos,61,C
Gunluk,Ocak,51,C
Aylik,Mart,50,C
Gunluk,Aralik,42,C
Yillik,Nisan,20,C
Gunluk,Eylul,43,C
Yillik,Nisan,35,C
Gunluk,Mart,34,C
Gunluk,Aralik,52,C
Yillik,Kasim,49,C
Aylik,Aralik,58,C
Yillik,Temmuz,38,C
Yillik,Haziran,31,C
Yillik,Aralik,65,C
Aylik,Haziran,49,B
Aylik,Haziran,62,C
Yillik,Agustos,58,C
Yillik,Ocak,58,C
Aylik,Temmuz,47,B
Aylik,Mart,21,C
Yillik,Ekim,35,C
Aylik,Subat,48,B
Yillik,Kasim,64,C
Aylik,Haziran,29,C
Aylik,Eylul,39,B
Yillik,Kasim,48,C
Aylik,Ocak,37,B
Yillik,Mayis,18,C
Yillik,Mayis,29,C
Yillik,Mayis,50,C
Gunluk,Mayis,47,C
Aylik,Eylul,28,C
Aylik,Mart,27,C
Gunluk,Ekim,62,C
Gunluk,Haziran,65,C
Yillik,Mayis,44,C
Yillik,Temmuz,25,C
Gunluk,Ekim,21,A
Aylik,Aralik,25,C
Gunluk,Ocak,47,C
Yillik,Nisan,64,C
Yillik,Eylul,18,C
Yillik,Agustos,61,C
Yillik,Eylul,27,C
Aylik,Aralik,42,B
Aylik,Mayis,32,B
Gunluk,Subat,31,C
Gunluk,Ocak,54,C
Aylik,Aralik,66,C
Aylik,Haziran,42,B
Yillik,Ocak,38,C
Yillik,Aralik,30,C
Yillik,Ekim,31,C
Aylik,Mayis,61,C
Aylik,Aralik,37,B
Yillik,Nisan,65,C
Yillik,Aralik,42,C
Gunluk,Haziran,44,C
Yillik,Ocak,36,C
Gunluk,Mayis,24,A
Yillik,Aralik,66,C
Aylik,Haziran,35,B
Gunluk,Haziran,57,C
Yillik,Haziran,24,C
Yillik,Agustos,49,C
Aylik,Ocak,40,B
Gunluk,Haziran,49,C
Yillik,Ocak,47,C
Gunluk,Kasim,40,C
Yillik,Ekim,30,C
Gunluk,Mayis,55,C
Yillik,Temmuz,28,C
Gunluk,Kasim,55,C
Yillik,Agustos,45,C
Gunluk,Ocak,41,C
Gunluk,Ocak,38,C
Gunluk,Nisan,43,C
Gunluk,Ocak,29,A
Gunluk,Kasim,40,C
Aylik,Subat,24,C
Gunluk,Ekim,37,C
Gunluk,Mayis,56,C
Aylik,Kasim,60,C
Aylik,Ekim,50,C
Yillik,Ekim,67,C
Aylik,Ocak,39,B
Yillik,Aralik,34,C
Yillik,Agustos,64,C
Yillik,Mayis,18,C
Yillik,Temmuz,34,C
Yillik,Subat,46,C
Gunluk,Kasim,65,C
Gunluk,Mart,18,A
Gunluk,Haziran,40,C
Yillik,Mayis,65,C
Aylik,Aralik,55,C
Yillik,Nisan,42,C
Yillik,Agustos,65,C
Gunluk,Temmuz,58,C
Yillik,Agustos,42,C
Yillik,Subat,57,C
Gunluk,Nisan,38,C
Yillik,Temmuz,65,C
Aylik,Eylul,38,B
Gunluk,Kasim,28,A
Aylik,Subat,31,B
Yillik,Temmuz,58,C
Gunluk,Ekim,63,C
Gunluk,Eylul,46,C
Yillik,Ocak,39,C
Yillik,Kasim,39,C
Aylik,Mart,45,B
Aylik,Mart,39,B
Yillik,Kasim,53,C
Gunluk,Kasim,60,C
Yillik,Agustos,51,C
Yillik,Ekim,27,C
Aylik,Nisan,34,B
Aylik,Haziran,21,C
Gunluk,Temmuz,63,C
Gunluk,Mart,40,C
Yillik,Eylul,67,C
Aylik,Subat,18,C
Gunluk,Haziran,65,C
Yillik,Mayis,45,C
Aylik,Haziran,46,B
Aylik,Subat,46,B
Aylik,Kasim,62,C
Gunluk,Temmuz,23,A
Gunluk,Mart,35,C
Gunluk,Ekim,31,C
Gunluk,Mayis,18,A
Gunluk,Mart,30,C
Gunluk,Nisan,28,A
Yillik,Ekim,62,C
Aylik,Kasim,18,C
Yillik,Nisan,28,C
Yillik,Nisan,27,C
Yillik,Nisan,50,C
Gunluk,Aralik,62,C
Gunluk,Kasim,57,C
Yillik,Mart,33,C
Aylik,Aralik,33,B
Aylik,Temmuz,46,B
Aylik,Haziran,45,B
Yillik,Mart,26,C
Aylik,Temmuz,30,B
Aylik,Mart,31,B
Yillik,Mart,21,C
Yillik,Nisan,45,C
Yillik,Nisan,52,C
Aylik,Mart,63,C
Yillik,Agustos,39,C
Aylik,Ekim,51,C
Gunluk,Agustos,67,C
Aylik,Mart,44,B
Aylik,Ekim,56,C
Aylik,Eylul,57,C
Aylik,Eylul,35,B
Yillik,Subat,52,C
Aylik,Nisan,59,C
Yillik,Agustos,24,C
Yillik,Ekim,35,C
Yillik,Ocak,58,C
Yillik,Ekim,61,C
Yillik,Haziran,19,C
Yillik,Eylul,62,C
Gunluk,Ocak,35,C
Yillik,Agustos,23,C
Yillik,Eylul,41,C
Aylik,Subat,32,B
Gunluk,Agustos,62,C
Gunluk,Ekim,38,C
Gunluk,Subat,36,C
Yillik,Agustos,46,C
Gunluk,Ekim,61,C
Gunluk,Ocak,27,A
Yillik,Temmuz,32,C
Gunluk,Kasim,45,C
Yillik,Kasim,58,C
Gunluk,Nisan,29,A
Gunluk,Aralik,64,C
Aylik,Eylul,39,B
Yillik,Haziran,34,C
Aylik,Nisan,30,B
Gunluk,Agustos,28,A
Gunluk,Eylul,35,C
Yillik,Ocak,27,C
Gunluk,Ekim,40,C
Gunluk,Mart,20,A
Aylik,Subat,58,C
Aylik,Mart,29,C
Aylik,Nisan,21,C
Yillik,Eylul,21,C
Gunluk,Aralik,30,C
Gunluk,Kasim,59,C
Gunluk,Temmuz,32,C
Gunluk,Temmuz,42,C
Yillik,Subat,39,C
Yillik,Kasim,46,C
Gunluk,Ocak,38,C
Yillik,Temmuz,31,C
Yillik,Eylul,38,C
Yillik,Ekim,65,C
Yillik,Haziran,51,C
Aylik,Haziran,21,C
Aylik,Agustos,42,B
Yillik,Agustos,61,C
Yillik,Mayis,66,C
Yillik,Ocak,60,C
Gunluk,Subat,63,C
Aylik,Haziran,43,B
Yillik,Nisan,31,C
Aylik,Eylul,49,B
Yillik,Ocak,32,C
Aylik,Ekim,26,C
Gunluk,Mayis,42,C
Aylik,Nisan,44,B
Gunluk,Aralik,18,A
Gunluk,Haziran,46,C
Aylik,Eylul,67,C
Yillik,Agustos,28,C
Yillik,Aralik,64,C
Aylik,Ocak,31,B
Gunluk,Mart,32,C
Gunluk,Kasim,66,C
Gunluk,Kasim,26,A
Aylik,Temmuz,25,C
Yillik,Mart,21,C
Yillik,Subat,35,C
Aylik,Aralik,58,C
Gunluk,Mayis,34,C
Gunluk,Mart,37,C
Aylik,Nisan,33,B
Gunluk,Nisan,19,A
Yillik,Ocak,32,C
Gunluk,Temmuz,49,C
Yillik,Mart,42,C
Yillik,Eylul,29,C
Gunluk,Ocak,19,A
Aylik,Mayis,36,B
